id	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	otherCatalogNumbers	higherClassification	kingdom	phylum	class	order	family	scientificName	taxonID	scientificNameAuthorship	genus	subgenus	specificEpithet	verbatimTaxonRank	infraspecificEpithet	taxonRank	identifiedBy	dateIdentified	identificationReferences	identificationRemarks	taxonRemarks	identificationQualifier	typeStatus	recordedBy	associatedCollectors	recordNumber	eventDate	year	month	day	startDayOfYear	endDayOfYear	verbatimEventDate	occurrenceRemarks	habitat	substrate	verbatimAttributes	fieldNumber	eventID	informationWithheld	dataGeneralizations	dynamicProperties	associatedOccurrences	associatedSequences	associatedTaxa	reproductiveCondition	establishmentMeans	cultivationStatus	lifeStage	sex	individualCount	preparations	country	stateProvince	county	municipality	locality	locationRemarks	localitySecurity	localitySecurityReason	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	verbatimCoordinates	georeferencedBy	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	minimumElevationInMeters	maximumElevationInMeters	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	verbatimElevation	disposition	language	recordEnteredBy	modified	sourcePrimaryKey-dbpk	collID	recordID	references
427990	SBMNH	SBMNHENT		PreservedSpecimen	3f68b65f-e875-4d49-8276-2a008b0f1744	SBMNHENT0003506		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Adephaga|Carabidae|Platyninae|Sphodrini|Calathina|Calathus|Neocalathus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Calathus ruficollis	1604	Dejean, 1828	Calathus	Neocalathus	ruficollis			Species	David Kavanaugh							S.E. Miller et al.			1981-02-20	1981	2	20	51		1981-2-20																	unknown	1	Pinned	United States	California	Los Angeles County		Santa Catalina Island, Fisherman's Cove, Cyn above USC Sta.		0		33.4442	-118.4818																		2016-02-18 19:10:04	19887646	7	urn:uuid:c819e8e9-009f-4077-9d7d-f987bbda1db9	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=427990
427992	SBMNH	SBMNHENT		PreservedSpecimen	be93dc07-90a1-4690-a5df-5d19c7103b55	SBMNHENT0003508		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Adephaga|Carabidae|Platyninae|Sphodrini|Calathina|Calathus|Neocalathus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Calathus ruficollis	1604	Dejean, 1828	Calathus	Neocalathus	ruficollis			Species	David Kavanaugh							S.E. Miller et al.			1981-02-20	1981	2	20	51		1981-2-20																	unknown	1	Pinned	United States	California	Los Angeles County		Santa Catalina Island, Fisherman's Cove, Cyn above USC Sta.		0		33.4442	-118.4818																		2016-02-18 19:10:04	19887648	7	urn:uuid:9f77d6f1-1a9c-4e1d-a1b2-528e50647da3	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=427992
427993	SBMNH	SBMNHENT		PreservedSpecimen	2f4c299e-1e60-43d0-a600-2a06773967c1	SBMNHENT0003509		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Adephaga|Carabidae|Platyninae|Sphodrini|Calathina|Calathus|Neocalathus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Calathus ruficollis	1604	Dejean, 1828	Calathus	Neocalathus	ruficollis			Species	David Kavanaugh							S.E. Miller et al.			1981-02-20	1981	2	20	51		1981-2-20																	unknown	1	Pinned	United States	California	Los Angeles County		Santa Catalina Island, Fisherman's Cove, Cyn above USC Sta.		0		33.4442	-118.4818																		2016-02-18 19:10:04	19887649	7	urn:uuid:ecc20e77-f424-49e0-b917-6cacacf68104	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=427993
427994	SBMNH	SBMNHENT		PreservedSpecimen	dec5f12e-81c5-4435-9d04-e97578ce13d4	SBMNHENT0003510		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Adephaga|Carabidae|Platyninae|Sphodrini|Calathina|Calathus|Neocalathus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Calathus ruficollis	1604	Dejean, 1828	Calathus	Neocalathus	ruficollis			Species	David Kavanaugh							S.E. Miller et al.			1981-02-20	1981	2	20	51		1981-2-20																	unknown	1	Pinned	United States	California	Los Angeles County		Santa Catalina Island, Fisherman's Cove, Cyn above USC Sta.		0		33.4442	-118.4818																		2016-02-18 19:10:04	19887650	7	urn:uuid:bc90110b-1cb9-403e-a516-d30118fb14f2	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=427994
427995	SBMNH	SBMNHENT		PreservedSpecimen	b09837ad-dbac-44ac-b8fc-bacee57176cf	SBMNHENT0003511		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Adephaga|Carabidae|Platyninae|Sphodrini|Calathina|Calathus|Neocalathus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Calathus ruficollis	1604	Dejean, 1828	Calathus	Neocalathus	ruficollis			Species	David Kavanaugh							S.E. Miller et al.			1981-02-20	1981	2	20	51		1981-2-20																	unknown	1	Pinned	United States	California	Los Angeles County		Santa Catalina Island, Fisherman's Cove, Cyn above USC Sta.		0		33.4442	-118.4818																		2016-02-18 19:10:04	19887651	7	urn:uuid:956fc64d-ce71-4efb-a62f-7a11860b48ea	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=427995
427996	SBMNH	SBMNHENT		PreservedSpecimen	9253651c-a263-4ddd-82ee-50e41610b73d	SBMNHENT0003512		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Adephaga|Carabidae|Platyninae|Sphodrini|Calathina|Calathus|Neocalathus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Calathus ruficollis	1604	Dejean, 1828	Calathus	Neocalathus	ruficollis			Species	David Kavanaugh							S.E. Miller et al.			1981-02-20	1981	2	20	51		1981-2-20																	unknown	1	Pinned	United States	California	Los Angeles County		Santa Catalina Island, Fisherman's Cove, Cyn above USC Sta.		0		33.4442	-118.4818																		2016-02-18 19:10:04	19887652	7	urn:uuid:f498b63f-6d73-442e-940b-36fcd36c87dd	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=427996
427998	SBMNH	SBMNHENT		PreservedSpecimen	bbafc3b4-5178-40c4-9082-4a86faad7032	SBMNHENT0003514		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Adephaga|Carabidae|Platyninae|Sphodrini|Calathina|Calathus|Neocalathus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Calathus ruficollis	1604	Dejean, 1828	Calathus	Neocalathus	ruficollis			Species	David Kavanaugh							S.E. Miller et al.			1981-02-20	1981	2	20	51		1981-2-20																	unknown	1	Pinned	United States	California	Los Angeles County		Santa Catalina Island, Fisherman's Cove, Cyn above USC Sta.		0		33.4442	-118.4818																		2016-02-18 19:10:04	19887654	7	urn:uuid:222e4f4f-7111-47bc-9622-a72cbb2ff924	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=427998
427999	SBMNH	SBMNHENT		PreservedSpecimen	7b8f6a36-309e-4a36-9b63-bbde472f2469	SBMNHENT0003515		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Adephaga|Carabidae|Platyninae|Sphodrini|Calathina|Calathus|Neocalathus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Calathus ruficollis	1604	Dejean, 1828	Calathus	Neocalathus	ruficollis			Species	David Kavanaugh							S.E. Miller et al.			1981-02-20	1981	2	20	51		1981-2-20																	unknown	1	Pinned	United States	California	Los Angeles County		Santa Catalina Island, Fisherman's Cove, Cyn above USC Sta.		0		33.4442	-118.4818																		2016-02-18 19:10:04	19887655	7	urn:uuid:ab1de50f-418c-4f5e-a8af-29eb8efd78b1	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=427999
428000	SBMNH	SBMNHENT		PreservedSpecimen	5f9b5a06-f6b4-4a9f-8f5d-acaeb348d2f9	SBMNHENT0003516		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Adephaga|Carabidae|Platyninae|Sphodrini|Calathina|Calathus|Neocalathus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Calathus ruficollis	1604	Dejean, 1828	Calathus	Neocalathus	ruficollis			Species	David Kavanaugh							S.E. Miller et al.			1981-02-20	1981	2	20	51		1981-2-20																	unknown	1	Pinned	United States	California	Los Angeles County		Santa Catalina Island, Fisherman's Cove, Cyn above USC Sta.		0		33.4442	-118.4818																		2016-02-18 19:10:04	19887656	7	urn:uuid:b0f76b90-577e-4852-9c67-0bf035c16458	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=428000
428002	SBMNH	SBMNHENT		PreservedSpecimen	67fa509e-4e10-463c-bdeb-45772fb927dd	SBMNHENT0003518		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Adephaga|Carabidae|Carabinae|Carabini|Carabina|Calosoma|Carabosoma	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Calosoma eremicola	1627	Fall, 1910	Calosoma	Carabosoma	eremicola			Species	Christopher Nagano							G.P. Kanskoff			1941-07-11	1941	7	11	192		1941-7-11																	unknown	1	Pinned	United States	California	Los Angeles County		Santa Catalina Island		0		33.3428	-118.3273																		2016-02-18 19:10:04	19887658	7	urn:uuid:d98a7ca9-83b2-4530-952a-78a69668b1c3	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=428002
428336	SBMNH	SBMNHENT		PreservedSpecimen	548786c8-6288-4ead-a353-01dfcd1d1ff6	SBMNHENT0003852		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Polyphaga|Elateriformia|Elateroidea|Cantharidae|Cantharinae|Cantharini|Pacificanthia	Animalia	Arthropoda	Insecta	Coleoptera	Cantharidae	Pacificanthia consors	51670	(LeConte, 1851)	Pacificanthia		consors			Species	Michael Caterino							Bennett,Gill,Nagano,Miller, Paddock,Johnson et al.			1981-05-29	1981	5	29	149		1981-5-29																	unknown	1	Pinned	United States	California	Los Angeles County		Santa Catalina Island, Toyon Bay		0		33.3749	-118.3541																		2019-06-07 17:15:23	19887992	7	urn:uuid:476afdfe-a02d-421f-9edd-cb8f831aa94a	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=428336
428342	SBMNH	SBMNHENT		PreservedSpecimen	3d80fdae-c5c3-423b-820d-63450f096715	SBMNHENT0003858		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Polyphaga|Elateriformia|Elateroidea|Cantharidae|Cantharinae|Cantharini|Pacificanthia	Animalia	Arthropoda	Insecta	Coleoptera	Cantharidae	Pacificanthia consors	51670	(LeConte, 1851)	Pacificanthia		consors			Species	Michael Caterino							Bennett,Gill,Nagano,Miller, Paddock,Johnson et al.			1981-05-29	1981	5	29	149		1981-5-29																	unknown	1	Pinned	United States	California	Los Angeles County		Santa Catalina Island, Toyon Bay		0		33.3749	-118.3541																		2019-06-07 17:15:23	19887998	7	urn:uuid:bdea1937-39d8-4ce4-84e9-0a0966b9045d	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=428342
428366	SBMNH	SBMNHENT		PreservedSpecimen	13a62781-86e2-495d-be41-6d65d1919d59	SBMNHENT0003882		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Polyphaga|Scarabaeiformia|Scarabaeoidea|Scarabaeidae|Melolonthinae|Dichelonychini|Coenonycha	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Coenonycha fulva	276216	McClay, 1943	Coenonycha		fulva			Species	Art Evans							A.V. Evans, C. Nagano, L. Herbrandson			1980-03-21	1980	3	21	81		1980-3-21																	unknown	1	Pinned	United States	California	Los Angeles County		Santa Catalina Island, Isthmus. 4th of July Cove		0		33.4469	-118.501																		2016-02-18 19:10:04	19888022	7	urn:uuid:486fd1cd-7c4b-4699-b6cb-43329d9a128a	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=428366
428367	SBMNH	SBMNHENT		PreservedSpecimen	b4d85533-d88b-4754-94b7-bac6c393e9ad	SBMNHENT0003883		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Polyphaga|Scarabaeiformia|Scarabaeoidea|Scarabaeidae|Melolonthinae|Dichelonychini|Coenonycha	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Coenonycha fulva	276216	McClay, 1943	Coenonycha		fulva			Species	Art Evans							A.V. Evans, C. Nagano, L. Herbrandson			1980-03-21	1980	3	21	81		1980-3-21																	unknown	1	Pinned	United States	California	Los Angeles County		Santa Catalina Island, Isthmus. 4th of July Cove		0		33.4469	-118.501																		2016-02-18 19:10:04	19888023	7	urn:uuid:d15e9a63-27db-4e86-8b0e-4e3b98c55337	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=428367
428375	SBMNH	SBMNHENT		PreservedSpecimen	b91ec1df-c1d7-46c7-9e33-b513884e75bc	SBMNHENT0003891		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Polyphaga|Scarabaeiformia|Scarabaeoidea|Scarabaeidae|Melolonthinae|Melolonthini|Polyphylla	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Polyphylla nigra	295969	Casey	Polyphylla		nigra			Species	Michael Caterino	2006						C.D. Nagano, J.N. Hogue			1980-08-08	1980	8	8	221		1980-8-8																	unknown	1	Pinned	United States	California	Los Angeles County		Santa Catalina Island, Ben Weston Beach		0		33.3677	-118.4824																		2019-03-08 18:33:59	19888031	7	urn:uuid:93644ec7-b400-4f9d-85e8-760a5de1bd3b	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=428375
428428	SBMNH	SBMNHENT		PreservedSpecimen	79f8ca2f-bad2-4ae6-9533-1bbc18b0122d	SBMNHENT0003946		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Adephaga|Carabidae|Cicindelinae|Cicindelini|Cicindelina|Cicindelidia	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Cicindelidia trifasciata	1637610	(Fabricius, 1781)	Cicindelidia		trifasciata			Species	Christopher Nagano							C.D. Nagano			1979-07-26	1979	7	26	207		1979-7-26																	unknown	1	Pinned	United States	California	Los Angeles County		Santa Catalina Island, Catalina Harbor		0		33.4358	-118.5017																		2016-02-18 19:10:04	19888084	7	urn:uuid:bc40d73b-2494-4df6-b46e-a36533a3c477	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=428428
428429	SBMNH	SBMNHENT		PreservedSpecimen	e286bd13-69ae-4acc-9639-be38d27d0e87	SBMNHENT0003947		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Adephaga|Carabidae|Cicindelinae|Cicindelini|Cicindelina|Cicindelidia	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Cicindelidia trifasciata	1637610	(Fabricius, 1781)	Cicindelidia		trifasciata			Species	Christopher Nagano							C.D. Nagano			1979-07-26	1979	7	26	207		1979-7-26																	unknown	1	Pinned	United States	California	Los Angeles County		Santa Catalina Island, Catalina Harbor		0		33.4358	-118.5017																		2016-02-18 19:10:04	19888085	7	urn:uuid:387bcdbc-c4cd-4920-8d61-e5fa6c3a8d58	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=428429
