id	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	otherCatalogNumbers	higherClassification	kingdom	phylum	class	order	family	scientificName	taxonID	scientificNameAuthorship	genus	subgenus	specificEpithet	verbatimTaxonRank	infraspecificEpithet	taxonRank	identifiedBy	dateIdentified	identificationReferences	identificationRemarks	taxonRemarks	identificationQualifier	typeStatus	recordedBy	associatedCollectors	recordNumber	eventDate	year	month	day	startDayOfYear	endDayOfYear	verbatimEventDate	occurrenceRemarks	habitat	substrate	verbatimAttributes	fieldNumber	eventID	informationWithheld	dataGeneralizations	dynamicProperties	associatedOccurrences	associatedSequences	associatedTaxa	reproductiveCondition	establishmentMeans	cultivationStatus	lifeStage	sex	individualCount	preparations	country	stateProvince	county	municipality	locality	locationRemarks	localitySecurity	localitySecurityReason	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	verbatimCoordinates	georeferencedBy	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	minimumElevationInMeters	maximumElevationInMeters	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	verbatimElevation	disposition	language	recordEnteredBy	modified	sourcePrimaryKey-dbpk	collID	recordID	references
427974	SBMNH	SBMNHENT		PreservedSpecimen	a6aadd64-dc98-4f5b-a2fb-44c01146f922	SBMNHENT0003490		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Adephaga|Carabidae|Platyninae|Sphodrini|Calathina|Calathus|Neocalathus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Calathus ruficollis	1604	Dejean, 1828	Calathus	Neocalathus	ruficollis			Species	unknown							S.E. Miller & M. Emerson			1979-04-26	1979	4	26	116		1979-4-26																	unknown	1	Pinned	United States	California	Santa Barbara County		Channel Islands National Park; San Miguel Island, San Miguel Hill		0		34.0341	-120.3666									253					830ft				2016-02-19 01:05:43	19887630	7	urn:uuid:92e1e709-4b26-41f3-bea1-7a85281dfad1	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=427974
427975	SBMNH	SBMNHENT		PreservedSpecimen	364198af-30a4-45dc-bd74-0b8211ec474e	SBMNHENT0003491		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Adephaga|Carabidae|Platyninae|Sphodrini|Calathina|Calathus|Neocalathus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Calathus ruficollis	1604	Dejean, 1828	Calathus	Neocalathus	ruficollis			Species	unknown							S.E. Miller			1978-08-29	1978	8	29	241		1978-8-29																	unknown	1	Pinned	United States	California	Santa Barbara County		Channel Islands National Park; San Miguel Island, San Miguel Peak		0		34.0341	-120.3666																		2016-02-18 19:10:04	19887631	7	urn:uuid:06e0e18e-68b4-40c8-a212-37d4b61a7d7d	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=427975
427976	SBMNH	SBMNHENT		PreservedSpecimen	54a36318-a649-48bf-b78c-a59376777075	SBMNHENT0003492		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Adephaga|Carabidae|Platyninae|Sphodrini|Calathina|Calathus|Neocalathus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Calathus ruficollis	1604	Dejean, 1828	Calathus	Neocalathus	ruficollis			Species	unknown							S.E. Miller			1978-08-29	1978	8	29	241		1978-8-29																	unknown	1	Pinned	United States	California	Santa Barbara County		Channel Islands National Park; San Miguel Island, San Miguel Peak		0		34.0341	-120.3666																		2016-02-18 19:10:04	19887632	7	urn:uuid:3a7847f5-03c8-490b-a642-95cb14502795	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=427976
427978	SBMNH	SBMNHENT		PreservedSpecimen	24a2e24c-5f7c-4ea4-807c-8bff9c68c27d	SBMNHENT0003494		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Adephaga|Carabidae|Platyninae|Sphodrini|Calathina|Calathus|Neocalathus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Calathus ruficollis	1604	Dejean, 1828	Calathus	Neocalathus	ruficollis			Species	unknown							S.E. Miller			1978-08-29	1978	8	29	241		1978-8-29																	unknown	1	Pinned	United States	California	Santa Barbara County		Channel Islands National Park; San Miguel Island, San Miguel Peak		0		34.0341	-120.3666																		2016-02-18 19:10:04	19887634	7	urn:uuid:3792fcd3-948a-46eb-bb57-93b133ff2711	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=427978
427979	SBMNH	SBMNHENT		PreservedSpecimen	b11a796d-d23f-4cea-a13d-06447344bfdf	SBMNHENT0003495		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Adephaga|Carabidae|Platyninae|Sphodrini|Calathina|Calathus|Neocalathus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Calathus ruficollis	1604	Dejean, 1828	Calathus	Neocalathus	ruficollis			Species	unknown							F.G. Hochberg, Jr.			1976-05-10	1976	5	10	131		1976-5-10																	unknown	1	Pinned	United States	California	Santa Barbara County		Channel Islands National Park; San Miguel Island, San Miguel Mt.		0		34.0341	-120.3666																		2016-02-18 19:10:04	19887635	7	urn:uuid:a3b05f7c-18bd-4519-b6d4-69515ed3d3ad	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=427979
427982	SBMNH	SBMNHENT		PreservedSpecimen	fb147b39-8369-420e-a945-6574bd2501c9	SBMNHENT0003498		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Adephaga|Carabidae|Platyninae|Sphodrini|Calathina|Calathus|Neocalathus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Calathus ruficollis	1604	Dejean, 1828	Calathus	Neocalathus	ruficollis			Species	unknown										1939-07-29	1939	7	29	210		1939-7-29																	unknown	1	Pinned	United States	California	Santa Barbara County		Channel Islands National Park; San Miguel Island		0		34.0417	-120.3538																		2016-02-18 19:10:04	19887638	7	urn:uuid:329256f4-67c6-437c-a6b2-b9c3f95aafcd	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=427982
427985	SBMNH	SBMNHENT		PreservedSpecimen	f19484b4-5b9c-4c13-bec7-2c05f250cf2c	SBMNHENT0003501		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Adephaga|Carabidae|Platyninae|Sphodrini|Calathina|Calathus|Neocalathus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Calathus ruficollis	1604	Dejean, 1828	Calathus	Neocalathus	ruficollis			Species	David Kavanaugh							J. Storrer			1980-05-03	1980	5	3	124		1980-5-3																	unknown	1	Pinned	United States	California	Santa Barbara County		Channel Islands National Park; San Miguel Island, San Miguel Peak		0		34.0341	-120.3666																		2016-02-18 19:10:04	19887641	7	urn:uuid:c59f358a-666a-4b63-93d5-0a7aaf39b746	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=427985
428032	SBMNH	SBMNHENT		PreservedSpecimen	88689ca5-64de-46eb-9c75-49dcc7e961fb	SBMNHENT0003548		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Adephaga|Carabidae|Trechinae|Bembidiini|Bembidiina|Bembidion|Bembidion (Peryphus)	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Bembidion corgenoma	1637572	Maddison, 2020	Bembidion	Bembidion (Peryphus)	corgenoma			Species	Matthew Gimmel	2021						L. M. Martin			1939-07-29	1939	7	29	210		1939-7-29																	unknown	1	Pinned	United States	California	Santa Barbara County		Channel Islands National Park; San Miguel Island		0		34.0417	-120.3538																		2016-05-12 17:25:39	19887688	7	urn:uuid:4b6a15e2-e2e2-4803-a489-a1242266cd89	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=428032
428281	SBMNH	SBMNHENT		PreservedSpecimen	037b7954-343d-4b12-943c-f519d5e9dc43	SBMNHENT0003797		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Adephaga|Carabidae|Pterostichinae|Zabrini|Amarina|Amara|Bradytus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Amara insularis	863	Horn, 1875	Amara	Bradytus	insularis			Species	Matthew Gimmel	2021						J. Von Bloeker			1939-07-31	1939	7	31	212		1939-7-31																	unknown	1	Pinned	United States	California	Santa Barbara County		Channel Islands National Park; San Miguel Island		0		34.0417	-120.3538																		2017-07-05 09:14:22	19887937	7	urn:uuid:fb0b17c7-dff8-4eba-afca-472e5cfdf9c6	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=428281
428301	SBMNH	SBMNHENT		PreservedSpecimen	547c282c-0d7f-4646-91fa-67a199b9be15	SBMNHENT0003817		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Adephaga|Carabidae|Pterostichinae|Zabrini|Amarina|Amara|Bradytus	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Amara insularis	863	Horn, 1875	Amara	Bradytus	insularis			Species	Matthew Gimmel	2021						S.E. Miller & M. Emerson			1979-04-26	1979	4	26	116		1979-4-26																	unknown	1	Pinned	United States	California	Santa Barbara County		Channel Islands National Park; San Miguel Island, San Miguel Hill		0		34.0341	-120.3666									253					830ft				2017-07-05 09:14:22	19887957	7	urn:uuid:a8d7085f-b93c-43c2-9c90-38137dab9de1	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=428301
428360	SBMNH	SBMNHENT		PreservedSpecimen	e1c537d1-513d-47ca-a8f0-69bd4d443005	SBMNHENT0003876		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Polyphaga|Scarabaeiformia|Scarabaeoidea|Scarabaeidae|Dynastinae|Pentodontini|Tomarus	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Tomarus gibbosus	276731	(De Geer, 1774)	Tomarus		gibbosus			Species	unknown							J.C. vonBloeker			1939-07-29	1939	7	29	210		1939-7-29																	unknown	1	Pinned	United States	California	Santa Barbara County		Channel Islands National Park; San Miguel Island		0		34.0417	-120.3538																		2016-01-30 20:41:25	19888016	7	urn:uuid:5c246705-4c3d-4243-bd1f-a3bbac78932e	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=428360
428411	SBMNH	SBMNHENT		PreservedSpecimen	742f49eb-8b01-485f-a83b-20c9f011f8da	SBMNHENT0003929		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Polyphaga|Elateriformia|Elateroidea|Elateridae|Dendrometrinae|Dendrometrini|Hemicrepidius	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Hemicrepidius californicus	323578	Becker	Hemicrepidius		californicus			Species	Edward Becker							Scott E. Miller			1979-04-25	1979	4	25	115		1979-4-25																	unknown	1	Pinned	United States	California	Santa Barbara County		Channel Islands National Park; San Miguel Island, Cuyler Harbor area		0		34.047	-120.3524																		2016-02-18 19:10:04	19888067	7	urn:uuid:30cbd641-a67b-4c39-bfbd-f228810323f2	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=428411
428443	SBMNH	SBMNHENT		PreservedSpecimen	6c454fe0-562e-43e6-a8a9-f721a8abd496	SBMNHENT0003961		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Polyphaga|Staphyliniformia|Histeroidea|Histeridae|Histerinae|Hololeptini|Iliotona	Animalia	Arthropoda	Insecta	Coleoptera	Histeridae	Iliotona cacti	47873		Iliotona		cacti			Species	Alfred Newton							F.G. Hochberg			1984-02-20	1984	2	20	51		1984-2-20																	unknown	1	Pinned	United States	California	Santa Barbara County		Channel Islands National Park; San Miguel Island		0		34.0417	-120.3538																		2016-02-18 19:10:04	19888099	7	urn:uuid:9fef1852-0d16-47c9-9154-466ee73ebcf2	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=428443
428444	SBMNH	SBMNHENT		PreservedSpecimen	86b935a3-adfb-4091-b142-f7893a371285	SBMNHENT0003962		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Polyphaga|Staphyliniformia|Histeroidea|Histeridae|Saprininae|Hypocaccus|Hypocaccus (Hypocaccus)	Animalia	Arthropoda	Insecta	Coleoptera	Histeridae	Hypocaccus lucidulus	47816		Hypocaccus	Hypocaccus (Hypocaccus)	lucidulus			Species	David Verity							S.E. Miller			1978-08-30	1978	8	30	242		1978-8-30																	unknown	1	Pinned	United States	California	Santa Barbara County		Channel Islands National Park; San Miguel Island, Cuyler Harbor		0		34.047	-120.3524																		2016-02-18 19:10:04	19888100	7	urn:uuid:b166034c-4d99-49f0-9f97-360067c271c6	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=428444
428445	SBMNH	SBMNHENT		PreservedSpecimen	3a115941-b7a3-4251-b712-8b4e4fbe6e2f	SBMNHENT0003963		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Polyphaga|Staphyliniformia|Histeroidea|Histeridae|Saprininae|Hypocaccus|Hypocaccus (Hypocaccus)	Animalia	Arthropoda	Insecta	Coleoptera	Histeridae	Hypocaccus lucidulus	47816		Hypocaccus	Hypocaccus (Hypocaccus)	lucidulus			Species	Helara							S.E. Miller			1978-08-30	1978	8	30	242		1978-8-30																	unknown	1	Pinned	United States	California	Santa Barbara County		Channel Islands National Park; San Miguel Island, "Wind Tunnel" dunes & E. Cuyler Harbor		0		34.0467	-120.3384																		2016-02-18 19:10:04	19888101	7	urn:uuid:08bf5f1f-cf51-4d9c-bbaf-d306a4a9e45b	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=428445
428446	SBMNH	SBMNHENT		PreservedSpecimen	1c7ac140-9f24-4e2f-8ffb-ecca12b2ed0b	SBMNHENT0003964		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Polyphaga|Staphyliniformia|Histeroidea|Histeridae|Saprininae|Hypocaccus|Hypocaccus (Hypocaccus)	Animalia	Arthropoda	Insecta	Coleoptera	Histeridae	Hypocaccus lucidulus	47816		Hypocaccus	Hypocaccus (Hypocaccus)	lucidulus			Species	David Verity							S.E. Miller			1978-08-30	1978	8	30	242		1978-8-30																	unknown	1	Pinned	United States	California	Santa Barbara County		Channel Islands National Park; San Miguel Island		0		34.0417	-120.3538																		2016-02-18 19:10:04	19888102	7	urn:uuid:dcf0eb4c-7fc6-44a8-aca0-9e5004c18eb1	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=428446
428447	SBMNH	SBMNHENT		PreservedSpecimen	5758938c-61bc-4fc2-897f-b2e7dbeb236f	SBMNHENT0003965		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Polyphaga|Staphyliniformia|Histeroidea|Histeridae|Saprininae|Hypocaccus|Hypocaccus (Hypocaccus)	Animalia	Arthropoda	Insecta	Coleoptera	Histeridae	Hypocaccus lucidulus	47816		Hypocaccus	Hypocaccus (Hypocaccus)	lucidulus			Species	David Verity							S.E. Miller			1979-04-24	1979	4	24	114		1979-4-24																	unknown	1	Pinned	United States	California	Santa Barbara County		Channel Islands National Park; San Miguel Island, Cuyler Harbor, dune nr.mouth of Canada do Mar		0		34.045923	-120.351509		474		mgimmel (2016-02-18 23:45:35)		georef batch tool 2016-02-18; GeoLocate	reviewed - high confidence											2016-02-19 00:45:35	19888103	7	urn:uuid:6eb123c2-2155-4e7e-b702-d53accec1aca	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=428447
428448	SBMNH	SBMNHENT		PreservedSpecimen	64365818-d0a3-4ae0-b3b1-8416d16348a8	SBMNHENT0003966		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Polyphaga|Staphyliniformia|Histeroidea|Histeridae|Saprininae|Hypocaccus|Hypocaccus (Hypocaccus)	Animalia	Arthropoda	Insecta	Coleoptera	Histeridae	Hypocaccus lucidulus	47816		Hypocaccus	Hypocaccus (Hypocaccus)	lucidulus			Species	David Verity							S.E. Miller			1979-04-24	1979	4	24	114		1979-4-24																	unknown	1	Pinned	United States	California	Santa Barbara County		Channel Islands National Park; San Miguel Island, Cuyler Harbor, dune nr.mouth of Canada do Mar		0		34.045923	-120.351509		474		mgimmel (2016-02-18 23:45:35)		georef batch tool 2016-02-18; GeoLocate	reviewed - high confidence											2016-02-19 00:45:35	19888104	7	urn:uuid:ad08b672-db5b-4395-b395-243c63a26805	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=428448
428449	SBMNH	SBMNHENT		PreservedSpecimen	2260e2ab-9409-4c60-8e66-7d581235e69c	SBMNHENT0003967		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Polyphaga|Staphyliniformia|Histeroidea|Histeridae|Saprininae|Hypocaccus|Hypocaccus (Hypocaccus)	Animalia	Arthropoda	Insecta	Coleoptera	Histeridae	Hypocaccus lucidulus	47816		Hypocaccus	Hypocaccus (Hypocaccus)	lucidulus			Species	Helara							S.E. Miller			1978-08-30	1978	8	30	242		1978-8-30																	unknown	1	Pinned	United States	California	Santa Barbara County		Channel Islands National Park; San Miguel Island, "Wind Tunnel" dunes & E. Cuyler Harbor		0		34.0467	-120.3384																		2016-02-18 19:10:04	19888105	7	urn:uuid:0dc90c7e-2bd9-4003-942a-30544c2b7e7a	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=428449
428450	SBMNH	SBMNHENT		PreservedSpecimen	c2000d72-b2e8-43a3-bd8d-06c78772d0b8	SBMNHENT0003968		Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Coleoptera|Polyphaga|Staphyliniformia|Histeroidea|Histeridae|Saprininae|Hypocaccus|Hypocaccus (Baeckmanniolus)	Animalia	Arthropoda	Insecta	Coleoptera	Histeridae	Hypocaccus gaudens	47808		Hypocaccus	Hypocaccus (Baeckmanniolus)	gaudens			Species	Ian Moore							Scott E. Miller			1977-05-18	1977	5	18	138		1977-5-18																	unknown	1	Pinned	United States	California	Santa Barbara County		Channel Islands National Park; San Miguel Island, Simonton Cove		0		34.0523	-120.389																		2016-02-18 19:10:04	19888106	7	urn:uuid:8db4f54c-a6e7-4ec2-9932-476725cbc6ce	https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=428450
